"","var","species_id","citation_id","site_id","treatment","trait_id","var_id"
"34",0.53,2834,1000000109,1000026713,2000000012,NA,1000000055
"35",0.513,1000020862,1000000103,1000026716,2000000012,NA,1000000055
"36",0.697,41267,1000000103,1000026716,2000000012,NA,1000000055
"37",0.464535059,13388,1000000103,1000026716,2000000012,NA,1000000055
"38",0.33,24450,1000000103,1000026716,2000000012,NA,1000000055
"39",0.659035123,1000020863,1000000104,1000026715,2000000012,NA,1000000055
"40",0.528022175,1000001911,1000000104,1000026715,2000000012,NA,1000000055
"41",0.491526273,1000002385,1000000104,1000026715,2000000012,NA,1000000055
"42",0.30827275,1000020865,1000000104,1000026715,2000000012,NA,1000000055
"43",0.59504569,1000002727,1000000104,1000026715,2000000012,NA,1000000055
"44",0.508058826,1000020866,1000000104,1000026715,2000000012,NA,1000000055
"45",0.858303343,1000020867,1000000104,1000026715,2000000012,NA,1000000055
"46",0.697730064,1000020869,1000000104,1000026715,2000000012,NA,1000000055
"47",0.540559839,1000020870,1000000104,1000026715,2000000012,NA,1000000055
"48",0.757215075,1000020871,1000000104,1000026715,2000000012,NA,1000000055
"49",0.35,49943,1000000071,2000000002,2000000012,NA,1000000055
"50",0.27,49953,1000000071,2000000002,2000000012,NA,1000000055
"51",0.37,1000011255,1000000071,2000000002,2000000012,NA,1000000055
"52",0.41,49993,1000000071,2000000002,2000000012,NA,1000000055
"53",0.37,380,1000000071,2000000002,2000000012,NA,1000000055
"54",0.27,50567,1000000071,2000000002,2000000012,NA,1000000055
"55",0.55,1000001544,1000000105,1000025739,2000000012,NA,1000000055
"56",0.52,1000020864,1000000105,1000025739,2000000012,NA,1000000055
"57",0.66,50498,1000000105,1000025739,2000000012,NA,1000000055
"58",0.28,1000012111,1000000105,1000025739,2000000012,NA,1000000055
"59",0.19,25655,1000000061,1000005005,2000000012,NA,1000000055
"60",0.25,50836,1000000061,1000005005,2000000012,NA,1000000055
"61",0.39,49943,1000000079,2000000002,2000000012,NA,1000000055
"62",0.52,380,1000000079,2000000002,2000000012,NA,1000000055
"63",0.29,1000005277,1000000079,2000000002,2000000012,NA,1000000055
"64",0.28,51206,1000000079,2000000002,2000000012,NA,1000000055
"65",0.390097712,49943,1000000137,2000000002,2000000012,NA,1000000055
"66",0.520247451,380,1000000137,2000000002,2000000012,NA,1000000055
"67",0.400137312,1000005277,1000000137,2000000003,2000000012,NA,1000000055
"68",0.376555556,1000005277,1000000137,2000000003,2000000012,NA,1000000055
"69",0.665210733,43171,1000000137,2000000003,2000000012,NA,1000000055
"70",0.872933333,43171,1000000137,2000000003,2000000012,NA,1000000055
"71",0.452333333,1000011665,1000000137,2000000003,2000000012,NA,1000000055
"72",0.279688601,51206,1000000137,2000000002,2000000012,NA,1000000055
"73",0.521,50999,1000000137,2000000003,2000000012,NA,1000000055
"74",0.520305811,1000014356,1000000137,2000000003,2000000012,NA,1000000055
"75",0.457,1000014356,1000000137,2000000003,2000000012,NA,1000000055
"76",0.540195858,1000014798,1000000137,2000000003,2000000012,NA,1000000055
"77",0.424,1000014798,1000000137,2000000003,2000000012,NA,1000000055
"78",0.410166667,1000015271,1000000137,2000000003,2000000012,NA,1000000055
"79",0.559462486,1000001544,1000000106,1000025739,2000000012,NA,1000000055
"80",0.56,1000001544,1000000106,1000025739,2000000012,NA,1000000055
"81",0.53,1000020864,1000000106,1000025739,2000000012,NA,1000000055
"82",0.589641657,10238,1000000106,1000025739,2000000012,NA,1000000055
"83",0.59,10238,1000000106,1000025739,2000000012,NA,1000000055
"84",0.5,50498,1000000106,1000025739,2000000012,NA,1000000055
"85",0.569652856,1000012111,1000000106,1000025739,2000000012,NA,1000000055
"86",0.569,1000012111,1000000106,1000025739,2000000012,NA,1000000055
"87",0.539473684,1000020872,1000000106,1000025739,2000000012,NA,1000000055
"88",0.54,1000020872,1000000106,1000025739,2000000012,NA,1000000055
"89",0.62,1000013036,1000000106,1000025739,2000000012,NA,1000000055
"90",0.42,1000020878,1000000106,1000025739,2000000012,NA,1000000055
"91",0.456,51206,1000000107,1000000105,2000000012,NA,1000000055
